cerl_control_number|title|publication_year|language_primary|publication_place|publication_country|publisher
5225954|Der heilige drei Königs Abend, oder was ihr wollt|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225955|Julius Cäsar|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225956|König Lear|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225957|Macbeth|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225958|Coriolan|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225959|Hamlet, Prinz von Dänemark|1826|German|Leipzig|Germany|bei Georg Joachim Göschen
5225960|König Heinrich der Vierte., T. 1-2|1826|German|Leipzig|Germany|bei Georg Joachim Göschen
5225961|König Heinrich der Fünfte|1826|German|Leipzig|Germany|bei Georg Joachim Göschen
5225962|König Heinrich der Sechste., T. 2-3|1826|German|Leipzig|Germany|bei Georg Joachim Göschen
5225963|König Richard der Dritte|1826|German|Leipzig|Germany|bei Georg Joachim Göschen
5225964|Titus Andronikus|1826|German|Leipzig|Germany|bei Georg Joachim Göschen
5225965|Othello, der Mohr von Venedig|1826|German|Leipzig|Germany|bei Georg Joachim Göschen
5225973|Der Kaufmann von Venedig, der Liebe verlorne Mühe|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225974|Wie es euch gefällt, die Zähmung der Zänkischen|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5242169|Der Sturm|1796|German|Berlin|Germany|bey Carl August Nicolai
5245665|Kupec z Wenedyku, nebo láska a přátelstwj|1779|Czech|W litomyssli|NA|U Wáclawa Turečka wytisstěná
5254490|Kupec z Wenedyku, nebo láska a přátelstwj|1801|Czech|W litomyssli|NA|u Wáclawa Turečka wytisstěná
5262990|Makbet|1786|Czech|Prague|Czech Republic|v Jana Ferdynanda z Schönfeldu
5265182|Shakespear's dramatische Werke|1825|German|Leipzig|Germany|Göschen
5265190|Shakespear|1796|German|Altona|Germany|Verlagsges;Ruff
5265682|The dramatic works of William Shakespeare|1820|English|London|England|Walker [u.a.]
5265751|Othello|1775|German|Kempten|NA|Fritsch
5265849|The Plays Of Shakspeare|1803|English|London|England|Johnson [u.a.]
5265850|The Plays of William Shakspeare|1811|English|London|England|Nichols and Son;Payne [u.a.];Rivington
5266050|Titus Andronicus; Tragödie von Shakspeare|1826|German|Gotha|Germany|Hennings
5266053|William Shakespears Schauspiele|1779|German|Mannheim|Germany|Pech
5266844|The plays of William Shakspeare|1785|English|London|England|NA
5267256|The Dramatic Works Of William Shakspeare|1825|English|London|England|Cowie And Co.;Saunders And Otley
5267268|Hamlet, prinz af Dannemark ; Trag|1777|Danish|Copenhagen|Denmark|Hallager
5267336|Willhelm Shakespears Schauspiele|1783|German|Mannheim|Germany|NA
5269503|Alt-Englisches Theater. Oder Supplemente zum Shakspear|1811|German|Berlin|Germany|Realschulbuchhandlung
5271166|The dramatic works of Shakspere|1797|English|Brunsvick|NA|NA
5271171|The plays of William Shakspeare|1806|English|London|England|Kearsley
5271174|The plays of William Shakspeare|1806|English|London|England|Kearsley
5274757|König Heinrich der Vierte. Trauerspiel von Shakspeare. Frei bearbeitet. Zweiter Theil|1829|German|Gotha|Germany|Hennings
5274759|Die Zähmung der Zänkischen. Lustspiel von Shakspeare. Frei bearbeitet|1830|German|Gotha|Germany|Flinzer
5275473|Hamlet, Prinz von Dännemark|1788|German|Frankfurt|Germany|NA
5280045|The works|1748|English|London|England|NA
5281315|Shakespeare's works|1785|English|London|England|Bell
5281318|The plays of William Shakespeare|1803|English|London|England|Sharpe and Symonds
5281510|The Plays and Poems Of William Shakspeare|1821|English|London|England|Rivington [u.a.]
5281710|Shakspeare's Sämmtliche Schauspiele|1824|German|Gotha|Germany|Hennings
5281717|Julius Cæsar|1711|English|London|England|[Johnson]
5281728|Macbeth|1801|German|Mannheim|Germany|NA
5282484|The Plays Of William Shakspeare|1778|English|London|England|Bathurst, Strahan, Rivington, Hinton; Davis [u.a.]
5282485|Shakspeare's Dramatic Works|1790|English|London|England|NA
5282486|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
5282487|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
5286775|Lucrece|1598|Undetermined|London|England|Harrison
5289449|The plays and poems of William Shakespeare|1790|English|London|England|Printed by H. Baldwin for J. Rivington and sons
5289480|The late, and much admired play, called, Pericles, Prince of Tyre|1619|English|London|England|Printed for T.P
5292150|Le More de Venise|1773|Undetermined|Paris|France|NA
5293018|The merry wives of Windsor|1630|Undetermined|London|England|Meighen
5295745|Romeo and Juliet|1768|English|Edinburgh|Scotland|Printed by and for Martin & Wotherspoon
5296098|Shakspeare's dramatische Werke., Th. 7|1801|German|Berlin|Germany|Johann Friedrich Unger
5298559|The first edition of the tragedy of Hamlet|1825|Undetermined|Leipzig|Germany|Fleischer
5298970|Macbeth|1695|Undetermined|London|England|Herringman u.a
5299407|The late, and much admired play, called Pericles, Prince of Tyre|1630|Undetermined|London|England|B[ird]
5299408|The tragedie of King Richard the second|1598|Undetermined|London|England|Wise
5299409|William Shakespeare's saemmtliche dramatische Werke|1826|Undetermined|Vienna|Austria|Sollinger
5301354|Shakspeare's King Richard the Second|1815|Undetermined|London|England|Miller
5305128|The plays of William Shakspeare|1806|English|London|England|Kearsley
5306869|The Plays of Wiliam Shakespeare|1807|English|Leipzig|Germany|Fleischer
5306870|The Plays of Wiliam Shakespeare|1810|English|Leipzig|Germany|Fleischer
5313072|Tragedie|1821|Undetermined|Verona|Italy|Societa tipografica
5313073|Twenty of the plays of Shakespeare|1766|English|London|England|Tonson [u.a.]
5313074|Measure for measure|1734|Undetermined|London|England|NA
5313075|Timon of Athens, altered from Shakespear. A Tragedy, as it is acted at the Theatre-Royal in Drury-Lane|1771|English|London|England|Becket
5314427|König Heinrich VIII. Troilus und Cressida|1812|German|Vienna|Austria|Pichler
5315234|William Shakespears Schauspiele|1779|German|Mannheim|Germany|Pech
5315235|William Shakespears Schauspiele|1779|German|Mannheim|Germany|Pech
5315368|The Dramatick Writings Of Shakspere|1788|English|London|England|Bell
5315378|The dramatic works of Shakspeare|1802|English|London|England|Boydell [u.a.];Bulmer
5315593|Prefaces. The Tempest. The two gentlemen of Verona|1773|English|London|England|Bathurst
5316416|The plays of William Shakspeare|1785|English|London|England|NA
5316417|The plays of William Shakspeare|1785|English|London|England|NA
5316430|The plays of William Shakspeare|1800|English|London|England|Bensley
5316816|König Johann|1825|German|Vienna|Austria|Sollinger
5316828|Willhelm Shakespears Schauspiele|1779|German|Frankfurt|Germany|Gegel;Levrault
5316842|Coriolan|1812|German|Amsterdam|Netherlands|Kunst- u. Industrie-Comptoir
5318061|Hamlet|1802|English|Basel|Switzerland|Tourneisen
5320754|Merchant of Venice. Midsummer night's dream. Taming of the shrew|1821|English|London|England|Rivington [u.a.]
5320755|Merry wives of Windsor. Troilus and Cressida|1821|English|London|England|Rivington [u.a.]
5320757|The plays of William Shakspeare|1806|English|London|England|Kearsley
5340912|The] Works of Shakespear [sic], in nine volumes. [Texte imprimé|1768|English|Birmingham|England|NA
5340925|All for love : or, the World well lost : a tragedy, written in imitation of Shakespear's [sic] stile, by Mr. Dryden.|1720|English|London|England|T. Johnson
5346086|Bell's edition of Shakespeare's plays, as they are now performed at the Theatres Royal in London; regulated from the prompt books of each house by permission; with notes critical and illustrative; by the authors of the Dramatic censor. .|1774|English|London|England|Printed for John Bell near Exeter Exchange in the Strand, and C. Etherington at York
5347265|Mr. William Shakespeares comedies, histories, and tragedies|1632|English|London|England|Printed by Tho. Cotes, for Richard Meighen [John Smethwick, Robert Allot, Richard Hawkins and William Aspley], and are to be sold at the Middle Temple Gate in Fleetstreet
5348223|Shakspeare's dramatische Werke|1828|German|Stuttgart|Germany|Bei A.F. Macklot
5349511|Aphorisms from Shakespeare|1812|English|London|England|Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, London, by Gedge and Barker, Bury
5349514|The plays of William Shakspeare|1823|English|London|England|NA
5349837|The works of Shakespeare: in eight volumes|1757|English|London|England|Printed for C. Hitch and L. Hawes, H. Lintot, J. and R. Tonson, J. Hodges, B. Dod, J. Rivington, M. and T. Longman, J. Brindley, C. Corbet and T. Caslon
5349888|The plays of William Shakespeare|1768|English|London|England|Printed for H. Woodfall, C. Bathurst, J. Beecroft, W. Strahan, J. and F. Rivington, J. Hinton, Davis and Reymers, R. Baldwin, Hawes, Clarke and Collins, R. Horsfield, W. Johnson, W. Owen, T. Caslon, T. Longman, E. and C. Dilly, C. Corbett, T. Cadell, E. Johnson, B. White, G. Keith, J. Hardy, T. Lowndes, T. Davies, J. Robson, T. Becket, F. Newbery, and Robinson and Roberts
5350201|Shakespeare|1776|French|Paris|France|Chez Le veuve Duchesne, ... Musier ... Nyon ... La Combe ... Ruault ... Le Jay ... Clousier
5352703|Mr. William Shakespeares comedies, histories, & tragedies|1807|English|London|England|Printed by E. and J. Wright, St. John's Square
5368974|Macbeth|1829|English|London|England|J. Cumberland
5369006|Hamlet, Prince of Denmark|1816|English|London|England|Printed for Longman, Hurst, Rees, Orme and Brown
5369010|The passionate pilgrime|1599|English|London|England|Printed for W. Iaggard
5369015|Measure for measure|1808|English|London|England|NA
5371529|Mr. William Shakespear's comedies, histories, and tragedies|1664|English|London|England|printed for P.C
5371614|The tragedy of Hamlet Prince of Denmarke|1611|English|London|England|printed for Iohn Smethwicke, and are to be sold at his shoppe in Saint Dunstons Church yeard in Fleetstreet. Vnder the Diall
5372061|Shakspeare's dramatic works|1790|English|London|England|J. Stockdale
5375639|Coriolanus|1824|English|London|England|John Cumberland
5375649|Coriolanus|1806|English|London|England|Printed by and for J. Roach
5375651|The life of Henry VIII|1758|English|London|England|NA
5375827|Hamlet, Prince of Denmark|1734|English|London|England|NA
5377644|The sequel of Henry the Fourth|1720|English|London|England|W. Chetwood and T. Jauncy
5377720|The life and death of King Richard the Second|1634|English|London|England|Printed by Iohn Norton
5377773|M. William Shak-speare: his true chronicle historie of the life and death of King Lear and his three daughters|1608|English|London|England|Printed [by Nicholas Okes] for Nathaniel Butter, and are to be sold at his shop in Pauls Church-yard at the signe of the Pide Bull neere St. Austins Gate
5377857|The beauties of Shakespeare|1826|English|London|England|Jones & co
5382042|The plays and poems of William Shakspeare|1790|English|London|England|Printed by H. Baldwin for J. Rivington and Sons [etc.]
5382967|Shakspeare's Twelfth night|1815|English|London|England|Published for John Miller
5383043|William Shakspeares verk. Öfversättning. =1-6. Stockholm 1820-25.=|1820|Swedish|Stockholm|Sweden|NA
5383525|The merry wives of Windsor|1778|English|London|England|NA
5383547|King John|1808|English|London|England|Printed for Longman, Hurst, Rees and Orme
5393148|Cymbelline, Koenig von Britannien|1772|German|Gdańsk|Poland|bey Jobst Herrmann Froercke
5395213|Hamlet, treurspel|1819|Dutch|Amsterdam|Netherlands|by Abraham Mars
5396610|Othello, of De moor van Venetiën|1813|Dutch|Amsterdam|Netherlands|NA
5398171|Shakspeare's seven ages of man|1824|English|London|England|Published by E. and C. M'Lean
5428377|The Tragedie of King Richard the third|1602|English|London|England|Printed by Thomas Creede : for Andrew Wise [...]
5431607|The dramatic works of Shakespeare|1826|Undetermined|London|England|William Pickering
5433090|The works of Shakespeare|1740|Undetermined|London|England|printed for H. Lintott, C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley, and E. New
5434846|Much ado about nothing|1750|Undetermined|London|England|NA
5436903|The plays of William Shakspeare|1803|Undetermined|London|England|printed for J. Johnson, R. Baldwin, H.L. Gardner [and 38 others]
5437627|Hamlet, Prince of Denmark|1723|Ndebele Zimbabwe |London|England|J. Darby
5437628|Hamlet, prince of Denmark|1763|Ndebele Zimbabwe |London|England|NA
5437661|Julius Caesar|1774|Ndebele Zimbabwe |London|England|Printed by W. Bowyer and J. Nichols and sold by W. Owen, between the Temple-Gates, Fleet Street
5438478|The life of Henry VIII|1732|Undetermined|London|England|printed for J. Tonson: and sold by W. Feales
5438479|Romeo and Juliet|1752|Undetermined|London|England|printed for J. and R. Tonson and S. Draper
5438503|Julius Caesar|1734|Undetermined|London|England|NA
5438504|Julius Cæsar|1734|Undetermined|London|England|NA
5438907|The plays of William Shakspeare|1793|Undetermined|London|England|Printed [by H. Baldwin] for T. Longman, B. Law and Son, C. Dilly, J. Robson, J. Johnson, T. Vernor, G.G.J. and J. Robinson, T. Cadell, J. Murray, R. Baldwin, H. L. Gardner, J. Sewell, J. Nicholls, F. and C. Rivington, W. Goldsmith, T. Payne, Jun. S. Hayes, R. Faulder, W. Lowndes, B. and J. White, G. and T. Wilkie, J. and J. Taylor, Scatcherd and Whitaker, T. and J. Egerton, E. Newbery, J. Barker, J. Edwards, Ogilvy and Speare, J. Cuthell, J. Lackington, J. Deighton, and W. Miller
5460623|Der Kauffmann von Benedig, oder Liebe und Freundschaft|1777|German|Prague|Czech Republic|bey Wolfgang Gerle
5466153|The most excellent and lamentable tragedie, of Romeo and Ivliet|1622|English|London|England|printed for Iohn Smethwicke, and are to be sold at his shop in Saint Dunstans Church-yard, in Fleetestreete vnder the Dyall
5466620|Shakespeare traduit de l'anglois|1776|French|Paris|France|La veuve Duchesne
5469821|Antony and Cleopatra|1734|English|London|England|NA
5469843|William Shakespeare's tragiske Værker|1807|Danish|Kbh|NA|NA
5471492|Othello, the Moor of Venice|1705|English|London|England|Printed for R. Wellington, at the Dolphin and Crown, at the West-end of St. Paul's church-yard
5472109|The poems of Shakespeare|1807|English|Boston Ma|USA|Published by Oliver and Munroe, and Belcher and Armstrong
5472210|The ingratitude of a common-wealth|1682|English|London|England|Printed by T. M. for Joseph Hindmarsh, at the Black-Bull in Cornhill
5476091|The injured princess, or The fatal wager|1682|English|London|England|NA
5477757|A midsummer night's dream|1816|English|London|England|Miller
5481173|The works of Mr. William Shakespear|1728|English|London|England|Printed for J. and J. Knapton
5489417|Othello, of De Moor van Venetiën|1802|Dutch|Amsterdam|Netherlands|Abraham Mars
5489537|The works of Shakespear|1760|English|London|England|Printed for C. Hitch and L. Hawes [etc.]
5492388|Shakspeare's dramatische Werke., Th. 4. : Der Kaufmann von Venedig ; Wie es euch gefällt|1799|German|Berlin|Germany|bei Johann Friedrich Unger
